VosaFrequency	Vosa	English	Finnish
81855	teylapnoo	cause delay	viivästyttää
81948	siapkaaejva	unselected	valikoimaton
81970	isvisiolivao	community spirit	yhteisöllisyys
81972	edylpäkamuto	diadem	diadeemi
81972	edylpäkapato	diadem	otsakoriste
82002	ahhoo	obsess	riivata
82063	alriva	undersized	vajaamittainen
82071	taloresrova	financially sound; well-established	vakavarainen
82173	cejdirunäm	matriarch	matriarkka
82178	sihur	flirtation	flirtti
82180	josetva	flexible and relaxed	letkeä
82189	rumrauleito	hard disk	kiintolevy
82190	hajusli	for the best	parahiksi
82231	miuohvao	equanimity	mielentyyneys
82284	niocustasi	weather conditions	sääolosuhteet
82306	böniksip	fire fight; firefight	tulitaistelu
82310	forpyyh tu teo	inaugurate	vihkiä käyttöön
82393	iptolikrohö	chamber music	kamarimusiikki
82431	ikjännukao	interim report	osavuosikatsaus
82436	inevsi	viscera	sisukset
82467	hyjjovisoslo	civil society	kansalaisyhteiskunta
82482	auttesinoprivo	automatic transmission	automaattivaihteisto
82505	jorihomrek	population explosion	väestöräjähdys
82525	törovfa	wage payment	palkanmaksu
82562	ejvisemrava	platonic; dispassionate	intohimoton; platoninen
82593	huurli	charmingly; ravishingly	hurmaavasti
82650	ejuus	disbelieve; not to believe	olla uskomatta
82678	semkrooste	crossbred; crossbreeding; interbred	risteytys
82698	le raktuo	to escape	pakosalle
82710	fätotusta	freight traffic	tavaraliikenne
82741	darilfoor	hold true	päteä
82741	hafoor	be valid; be competent	päteä
82742	räjpöva	anarchical; anarchistic; anarchic	anarkistinen
82749	sokatuo-otelo	law firm; firm of solicitors	asianajotoimisto
82774	endivep	endive	endiivi
82791	hastaoo	keep going	porskuttaa
82793	alrovfa	underpayment	alimaksu
82808	rekoupteobkavo	diopter	diopteri
82823	retvotva	festering	märkivä
82870	ut ajof hemoev	from my heart	sydämestäni
82871	auttureek	break in; burgle	murtautua
82898	ejpögöteva	apolitical	epäpoliittinen
82911	isyllyy	waft	lehahtaa
82936	autöhpiiren	stilled	hiljentynyt
82954	ahendahäpli	menacingly; ominously	pahaenteisesti
82972	autkliinte	ablution	puhdistautuminen
82979	houblusvat	windbreaker; windcheater	tuulitakki
83043	nees	blow one' nose	niistää
83050	alplumtuvoote	alpine skiing	alppihiihto
83084	molirftövao	serfdom	maaorjuus
83091	sefenkjo	guardian angel	suojelusenkeli
83098	ahhöhäp	scuffle; hubbub	rytäkkä
83098	pavesip	scuffle	kärhämä
83108	ögrokasaaejva	uncritical	kritiikitön
83110	autsivpiiren	besotted; infatuated	hullaantunut
83132	tosiapka	product range	tuotevalikoima
83135	tonsve	tonsil	nielurisa; kitarisa
83171	bajvima	father-in-law	appi; appiukko
83177	luarmuuen	embittered	katkeroitunut
83183	hapmuuejva	non-acidic; unleavened	happamaton
83199	aftuovotrasi	entrance examinations	pääsykokeet
83222	kirvomä	penman	kynämies
83264	rakejli	fearlessly	pelottomasti
83274	sosvosda	sociolinguistics	sosiolingvistiikka
83278	ylrovpiir	rise in price	kallistua
83323	pogagvosi	yokes	ikeet
83334	leimolsutvö	howitzer	haupitsi
83345	moLa	lanthanum	lantaani
83394	biopövovao	wildness	jylhyys
83418	snetvao	laxity; laxness; looseness; slackness	löysyys
83462	fetuvötutolik	railcar; railway car	junanvaunu; junavaunu
83464	sippösaajo	military commander	sotilaskomentaja
83495	teafteaaf	adjure; entreat	pyytämällä pyytää
83519	daevsiejva	brainless	aivoton
83519	vofaejva	brainless; untalented	lahjaton
83524	moltelouute	earthmoving	maansiirto
83559	ajsi vikadaaen	we got acquainted; we got to know each other	tutustuimme; tutustuimme toisiimme
83575	röhpelo	piggery	sikala
83589	dahidpeaapjo	poacher	salametsästäjä
83592	autkaejli	invisibly	näkymättömästi
83659	livotehuo	aerobatics	taitolento
83662	semviduute	copulation	parittelu
83730	mu ikösi	into pieces	paloiksi
83744	devaliva	like as follows	seuraavanlainen
83766	bönlili	ardently	tulisesti
83799	rolypöli	royally	ruhtinaallisesti
83813	allip	lower lip	alahuuli
83814	balser	home service	kotipalvelu
83866	nidejfäf	eyewash	humpuuki
83897	ahlosa	what in hell	helkkari
83908	mofuliimte	impregnating; impregnation	kyllästäminen
83929	usretkeejo	parish nurse	diakonissa
83936	tihnakasoto	overall plan	yleissuunnitelma
83951	ejdirli	inconsistently; incoherently; incongruously	epäjohdonmukaisesti
83958	lirteliili	feigning	teeskennellen
83959	liedkaejli	blankly	ilmeettömästi
84004	homvamejva	cloudless; unclouded	pilvetön
84007	pibönkas	conflagration	suuri tulipalo
84010	kauur ja	get lost; get off	häivy
84063	autmidvao	egocentricity; egoism; self-centeredness	egoismi; itsekeskeisyys
84101	ajof nukli	in my sleep	unissani
84103	maejva	fatherless	isätön
84122	kom	Komi; Komi language	komin kieli
84132	ahjoli	like hell; devilishly; diabolically; fiendishly	perkeleesti; pirullisesti
84132	höeeh	bawl; blubber	vollottaa
84165	ejuscuolusa	vote of no confidence	epäluottamuslause
84177	sasalioda	phraseology	fraseologia
84181	temicuaahli	disgustingly	inhottavasti
84226	iptapve	little finger; pinkie	pikkusormi
84296	hapmuu	get sour; leaven	hapantua; hapata
84296	tehapmuo	leaven	hapatus
84304	miahteejo	tempter; tormentor	kiusaaja
84395	autnukheuu	be lulled	tuudittautua
84395	pövopir	mightier	mahtavampi
84397	tupösitoosen	enthroned	valtaistuimelle astunut
84401	alpviolkuk	cyclamen	syklaami
84405	autroriip	dwindle	huveta
84429	noptevao	alacrity; liveliness; promptness	ripeys; vauhdikkuus
84429	ravyvao	alacrity	aulius
84432	töpäräjmojo	workaholic	työnarkomaani
84434	lypayllitulos	drawbridge	laskusilta
84581	miret	mental illness	mielisairaus
84589	visoslojär	social order	yhteiskuntajärjestys
84682	autpogaa tued	protrude	työntyä esiin
84767	olkkäbbon	clavicle	solisluu
84790	ejfosikpee	sterilise; sterilize	steriloida
84792	ejuscuvao	unreliability; untrustworthiness	epäluotettavuus
84828	autstirpiirte	impoverishment	köyhtyminen
84907	pipianhöv	grand piano	flyygeli
84952	eönrekvao	wretchedness	raadollisuus
84960	paatsep	buckthorn	paatsama
84960	tyrnep	buckthorn	tyrni
84991	fäfouptaunlo	market square	kauppatori
85019	ylvisli	genially; ingeniously	nerokkaasti
85036	moOtrekayyrte	ozone depletion	otsonikato
85048	tebajvirovat	wedding dress	hääpuku
85068	alleivat	doily	alusliina
85107	kameönroboks	sarcophagus	sarkofagi
85113	kamleito	hardboard	kovalevy
85132	autvivopaa	equip oneself	varustautua
85167	harphöövjo	harpist	harpunsoittaja; harpisti
85177	luvislhövjo	flutist	huilisti
85178	uejmuu	become paralyzed; paralyse; be paralyzed; paralyze	halvaantua; lamautua
85200	sifosrovjo	multimillionaire	monimiljonääri
85203	hudiirte	air traffic controls	lennonjohto
85205	autopruu	become flabby; languish	veltostua
85213	törolimno	term of office	virkakausi
85218	miteejova	amateurish	amatöörimäinen
85222	diirklirlo	lodestar	johtotähti
85283	tolritööjo	building constructor; building contractor	rakennusurakoitsija
85296	riemrivö	dose meter; dosimeter	annosmittari
85338	tuvöfäfjo	auto dealer	autokauppias
85347	yltukia	diagonally upwards	yläviistoon
85348	allylmo	allyl	allyyli
85386	siahstaa	molest	ahdistella
85467	aspeliva	ass-like; asinine	aasimainen
85492	siurpitsaa	equivocate; prevaricate	vältellä; vältellä puheessa
85525	ennada	foreknowledge; precognition	ennakkotieto
85555	rotuotudaavjo	tourist guide; tour guide	matkaopas; turistiopas
85625	emlaos	dining table	ruokapöytä
85738	limmol	borderland	rajamaa
85796	nidfuulhava	middling	mukiinmenevä
85814	öghonvojo	antihero	antisankari
85831	rudupik	hasp	aspi
85836	votrakatuo	test drive	koeajo
85879	limpaate	setting of boundaries	rajankäynti
85880	glamolö	glassworks	lasitehdas
85937	vilsemurvö	thresher; threshing machine	puimakone
85938	balhylvao	domesticity	kotimaisuus
85954	ylrovri	overcharge	ylihinta
86019	rautukirgao	circular letter	kiertokirje
86021	moY	yttrium	yttrium
86024	yllip	upper lip	ylähuuli
86052	ahbönmivao	impetuosity; vehemence	kiivaus
86082	uttupacuri	gear ratio	välityssuhde
86088	solkuo	vacuole	solurakkula
86092	eurov ylikrov	euro interest rate	eurokorko
86136	sierkaaiplo	point of comparison	vertailukohta
86181	sikato	illustrated work	kuvasto
86202	fiiltto	filtrate	suodos
86273	heörieer	frizz	kähertää
86308	L-rosa	honours course	laudatur
86309	tolötralö	industrial undertaking	teollisuusyritys
86310	lijesada	dialectics	dialektiikka
86326	eidsif	eider	haahka
86376	redjurep	beetroot; red beet	punajuuri
86490	ysyltuasikart	trump card	valttikortti
86503	yliptaarkjo	hairsplitter; pedant	saivartelija
86504	autpävao	obstinacy; obstinateness; stubbornness; waywardness	omapäisyys; itsepäisyys
86506	vaoliva	qualitive	laadullinen
86513	kaevtarkob	eyesore	silmätikku
86518	pavekransutto	hand grenade	käsikranaatti
86523	nilkdiplo	cesspit; cesspool	likakaivo
86531	pöjosiokau	form of government	hallitusmuoto
86539	painpusisemkoun	pinecone	männynkäpy
86550	välmärataf	court of arbitration	välimiesoikeus
86577	nauhmae	tapeworm	heisimato; lapamato
86581	emonjep	shallot	salottisipuli
86594	metleito	tin plate; metal sheet; sheet metal	metallilevy; pelti
86607	lodkatuujo	teamster; truck driver	kuorma-auton ajaja
86607	lugatuvökatuujo	teamster; truck driver	rekkakuski
86631	disik	milli; thousandth	milli; tuhannesosa
86631	disva	thousandth	tuhannes
86668	polroup	umbilical cord	napanuora
86670	hyjtebönmiijo	demagogue	kansankiihottaja; demagogi
86678	tu obönlo	to the destination	määränpäähän
86716	propanolmo	propanol	propanoli
86733	niidko ja	do you need	tarvitsetko
86736	irftöjoli	slavishly	orjallisesti
86765	unhonva	doyen	nestori
86797	urtönocel	holiday village	lomakylä
86806	bluvittivva	blue gray	siniharmaa
86833	farlak	district heating	kaukolämpö
86853	rohösavao	musicality	musikaalisuus
86891	bektofäflo	patisserie	konditoria
86907	F-pähökau	F major	F-duuri
86948	uttuaertuu	isolate oneself	eristäytyä
86950	tovviltol	drying barn	riihi
87002	suitraiem	Finnish Easter pudding	mämmi
87003	filistjo	Philistine	filistealainen
87058	vomlouysrili	hydraulically	hydraulisesti
87088	silaak	warm up; warm-up	lämmitellä
87130	ulvokava	shortsighted	lyhytnäköinen
87149	hevpoaagenta	was dragged	raahattiin
87213	molvamsif	moorhen	liejukana
87244	ej ajsi	don't let us; let's not	älkäämme
87304	hireokato	horror film	kauhuelokuva
87313	rausiploo	encircle	motittaa
87356	nohfili	shamefully	häveliäästi
87385	na teniid	on demand	vaadittaessa
87394	öhejva	unquiet	rauhaton
87400	dekatulleilo	railway yard	ratapiha
87409	paevsirautuo	somersault	kuperkeikka
87409	sidrau	somersault	voltti
87487	akpir	uglier	rumempi
87539	nukkava	dreamlike	unenomainen
87544	tenukditerjo	anesthetist	anestesialääkäri
87550	alrataf	inferior court; lower court	alioikeus
87565	raktuoutrilvao	escapism	eskapismi
87577	kiemva	omnivore; omnivorous	kaikkiruokainen
87589	nopsavao	repartee	sanavalmius
87624	ahcöyhva	dissonant	epäsointuinen
87675	laostennisple	table tennis; ping-pong	pöytätennis
87712	hehhäpli	comically	koomisesti
87754	ejtukooen vifarjo	gatecrasher	kuokkavieras
87755	eolimnoirfjo	lifer	elinkautisvanki
87761	lyrovvao	cheapness	halpuus
87769	ejobsa-aafva	intransitive	intransitiivinen
87806	kvarytmva	four stroke	nelitahtinen
87863	tärkmo-ofva	starchy	tärkkelyspitoinen
87868	gliuuvo	toboggan	liukuri
87869	pedäjo	zoologist	eläintieteilijä
87923	ennat rovat	evening dress	iltapuku
87946	telivao	affectation	teennäisyys
87974	isbithöö	creak	kirskahtaa
87974	uruhö	creak	narina
87974	uruhöö	creak	narista
88102	pavedatat	palpation	palpaatio
88121	mitauthukva	convulsive	kouristuksenomainen
88126	retböön	inflame	tulehduttaa
88131	nigato	article of exportation	vientituote
88162	tihnahaforva	generally applicable	yleispätevä
88167	pipocusaa	bluster	uhota
88167	siarsaa	bluster	ärhennellä
88174	empitolik	dining room	ruokasali
88184	hemoevgaevret	coronary disease	sepelvaltimotauti
88198	inlimämhada	transhumanism	transhumanismi
88206	kalna	in the cold	kylmissään
88209	sippöjärsiove	gendarme	santarmi
88222	eoros	joy of life	elämänilo
88269	Stalinide	Stalinism	Stalinismi
88320	sileilova	multidisciplinary	monialainen
88382	hepvilleilo	hayfield	heinäpelto
88388	ejtarkli	imprecisely; inaccurately	epätarkasti
88396	finkanhöv	Finnish zither	kantele
88493	ahhafaatava	excusable; forgivable; pardonable	anteeksiannettava
88529	ejvisofjo	lowbrow	epä-älyllinen ihminen
88559	kalpävao	aplomb	kylmäpäisyys
88603	kamporek	crushed stone; macadam	sepeli
88620	hemolelyo	agglutination	agglutinaatio
88652	töleilo	field of work	työkenttä
88680	sähtuotöönvo	commutator	kommutaattori
88724	amylmo	amyl	amyyli
88724	tehomstaavö	air conditioner; air-conditioner	ilmastointilaite
88749	ifoejvao	absoluteness	absoluuttisuus; ehdottomuus
88775	ahkautemova	teratogenic	teratogeeninen
88816	lirteerte	quackery	puoskarointi
88817	ahapvao	villainy	konnuus
88818	tralöääfte	company acquisition	yritysosto
88898	metodus	Methodism	metodismi
88899	moCe	cerium	cerium
88915	veivheörvo	curler	papiljotti
88915	veivheörvö	curler	kiharrin
88923	yloftukao	oversupply	ylitarjonta
88943	tesadtäärli	staggeringly; startlingly	hätkähdyttävästi
88958	hösaikvidu	couplet	säepari
88960	nöcöyh	alliteration	alkusointu
88980	forhali	worthily	kelvollisesti
89003	nidlufsaa	squawk	napista
89003	nidlufsaate	squawk	napina
89008	romoFetolö	steel mill	terästehdas
89015	vaopöjofaa	accredit	akkreditoida
89050	tefääfte	monetization	kaupallistaminen
89059	ervisemvao	heterosexuality	heteroseksuaalisuus
89110	lalo-oote	immobility	paikallaanolo
89110	uuejvao	immobility	liikkumattomuus
89191	nukheuuen	lulled	tuuditti
89199	autleepejva	implacable	leppymätön
89258	tarleekjo	prankster	kujeilija; velmu
89286	tymol	alluvium	lietemaa
89308	algulofjo	vassal	vasalli
89318	sikatajpup	grove of juniper trees	katajikko
89325	nervaminid-ysoknopmo	neuraminidase	neuraminidaasi
89332	pöhakasitevao	voter turnout	äänestysaktiivisuus
89395	te-eöön	amortize; mortify	kuolettaa
89404	pidoot	stipple	täplittää
89409	dukuttova	double edged	kaksiteräinen
89411	ajsi tiifen	we ordered	tilasimme
89415	kauthäpli	phenomenally	ilmiömäisesti
89424	hisep	hyssop	iisoppi
89456	dutolikva	bicameral	kaksikamarinen
89457	ahmägjo larau	vicious circle	noidankehä
89471	ejerhava	not very good	häävi; kaksinen
89473	raulumitto	ring-shaped sausage	lenkkimakkara
89511	ejauthali	altruisticly; selflessly; unselfishly	epäitsekkäästi; pyyteettömästi
89530	eloertuo	judicial separation; estrangement	asumisero; asumusero
89563	ejpaoyvvova	incontinent	pidätyskyvytön
89611	nohpiilktesi	invective	herjaukset
89653	karotenoidmo	carotenoid	karotenoidi
89667	ustolhypsaate	excommunication	pannajulistus
89700	ahobstaus	fatalism	fatalismi; fatalismia; kohtalousko
89731	autahpiir	get worse	pahentua
89751	tebönpovö	combustion engine; petrol engine	polttomoottori
89786	roforpavirosio	investment company	sijoitusyhtiö
89807	kaipli	prettily	sievästi
89825	siahersaa	call (someone) names	nimitellä
89850	bodevvao	physicality; corporeality	fyysisyys; ruumiillisuus
89868	biorytm	biorhythm	biorytmi
89872	autterreekenejva	invulnerable	loukkaantumaton
89878	vomopli	tamely	laimeasti
89906	molmidva	geocentric	geosentrinen
89930	pavenösef obboks	glovebox; glove compartment	hansikaslokero
89960	amliva	motherly	äidillinen
89982	hitknitvatva	gauzy; wispy	harsomainen
89990	pupinäpva	gnarled; gnarly	pahkainen; muhkurainen
90000	nosliva	girlish	tyttömäinen
90027	sosbioda	sociobiology	sosiobiologia
90036	sasavodali	rhetorically	retorisesti
90068	bonpä	bonehead	luupää
90071	nohli	disgracefully; umbrageously; shamefully; shamefacedly; profanely; ignominiously; dishonorably; ashamedly; dishonourably	häpeällisesti; kunniattomasti
90107	moRb	rubidium	rubidium
90108	poteaaf	pester	ruinata
90137	vomdooljo	pourer	kaataja
90146	treisva	triune	kolmiyhteinen
90213	emyöktee	cause to vomit; feel like vomiting; feel sick	oksettaa
90283	popesitvotoojo	saddler	satulaseppä
90306	ahoejva	sinless	synnitön
90314	ylväli	nobly; sublimely	ylevästi
90336	evmoylfiretva	anaphylactic	anafylaktinen
90384	amofson	crybaby; mama's boy	mammanpoika
90405	kun	wakefulness	valvetila
90433	katkäbluva	light blue	vaaleansininen
90464	ahoahfi	contrition	synnintunto
90491	uthöö	resound	raikua
90494	ensatdaaejva	unsuspected	aavistamaton
90501	likatypli	stereotypically	stereotyyppisesti
90536	tevlim	eastern border	itäraja
90559	lisaaen	counselled	neuvottu
90581	visasavijo	interlocutor	keskustelukumppani
90647	hötesta	razzmatazz	hulina
90677	autkauu	take shape	muotoutua
90686	mivaovao	naturalness	luontevuus
90701	hast davjo	head of the class; valedictorian	priimus
90721	armuuli	irritably	ärtyneesti
90790	sakarinmo	saccharin	sakariini; sakkariini
90879	sähpaa	electrify; galvanize	sähköistää
90991	sifäfvuvö	merchant marine	kauppalaivasto
91056	mägmiyysäm	enchantress	lumoojatar
91062	redirsidkvaäng	parallelogram	suunnikas
91085	voejhäpka	wonderment	ihmetys
91106	retlili	morbidly	sairaalloisesti
91194	tivharber	blackcurrant	mustaherukka
91199	höviah	rumpus	metakka
91237	satuluvos	sign language	viittomakieli
91280	kaslufjo	evacuee	evakko
91282	povösahvö	chain saw; motor saw	moottorisaha
91290	ylvoltri	excess voltage; overvoltage	ylijännite
91294	sadhousiva	fitful; spasmodic	puuskittainen
91330	sosstake	social services; social welfare	sosiaalihuolto
91338	risovik	miscalculation	laskuvirhe
91338	sovikrokaate	miscalculation	virhearviointi
91356	evaosierpaate	racial segregation	rotuerottelu
91360	nilv	mollusk; mollusc	nilviäinen
91370	ryjva	low-gradient; gently sloping	loiva
91382	ajsi uutif	we would come	tulisimme
91430	mistafysliva	psychophysical	psykofyysinen
91442	tuasafvisemjo	sadist	sadisti
91494	sahöli	phonetically; phonologically	foneettisesti; äänteelliseti
91514	vamnidsta	water shortage	vesipula
91527	fulpäräjmoejva	teetotaller; absolutist	täysin raitis
91531	veivalo	trough of a wave	aallonpohja
91533	tetanennat	weeknight	arki-ilta
91574	pösousjo	Pharisee	fariseus
91574	pösousva	Pharisaic; Pharisee	farisealainen; fariseus
91574	tehauusjo	pharisee	hurskastelija
91602	hasopli	amicably	sovinnollisesti
91602	tesivisoopli	amicably; conciliatorily	sovittelevasti
91633	pilksajo	satirist	satiirikko
91678	katvaatte	veiling	verhoilu
91692	tekasrosva	gleeful	vahingoniloinen
91710	eöneafaho	original sin	perisynti
91767	kadedirresa	palindrome	palindromi
91778	lonfäfjo	leaser	vuokraaja
91783	arlikaa	scowl	katsoa vihaisesti
91783	lymioo	sulk; scowl	mököttää; murjottaa
91833	kihaate	defragmentation	eheytys
91882	pöjärjodakaate	police investigation	poliisitutkinta
91888	aloleito	baseplate	pohjalevy
91891	hysipsio	army corps; military corps	armeijakunta
91899	authammoupurtuu	belch	röyhtäyttää
91900	ejsähik-aap	oxidize	hapettua
91978	rytmhöövjo	rhytmic musician	pelimanni
91979	curojär	order of importance	tärkeysjärjestys
91992	siermuoväl	range of variation	vaihteluväli
92016	mipis	peace of mind	mielenrauha
92070	siotuvötusta	bus traffic	bussiliikenne
92099	luyppyyjo	defector	loikkari
92121	parsnep	parsnip	palsternakka
92134	kampiir	toughen	koventaa
92134	ögvopoo	toughen	karaista
92144	hödavisavö	radiotelephone	radiopuhelin
92190	hagöahtee	arouse pity; feel sorry for	säälittää
92217	yltinhö	falsetto	falsetti
92248	moOs	osmium	osmium
92278	Ushösasikir	Psalter	Psalttari
92311	siahöögte	contumacy; insubordination	niskoittelu
92366	emobraysmo	aperitif	aperitiivi
92452	vomhuu	plash; splutter	läiskiä; pärskiä
92465	kofvemkup	coffee cup	kahvikuppi
92551	kamrauleito	hard disk	kovalevy
92556	roaftal	earnings level; level of earnings	ansiotaso
92599	hyjhonvojo	national hero	kansallissankari
92623	evmoPkusva	organophosphate	organofosfaatti
92627	ipstvosrio	morpheme	morfeemi
92639	tepöfaa	liberalize	liberalisoida
92676	tinbägriva	bagful	pussillinen
92687	fotul tukasa	street address	katuosoite
92703	ultstli	at its most extreme	äärimmillään
92722	tenohmuu	dishonour	mollata
92723	balhake	home care	kotihoito
92784	stakekirto	servicing manual	huoltokirja
92820	hafaavoli	acceptably; admissibly	hyväksyttävästi
92836	alopoys	undertone	pohjavire
92843	kirlidakaodava	hermeneutical; hermeneutic	hermeneuttinen
92868	utmahevsasaajo	ventriloquist	vatsastapuhuja
92918	ennadafa	advance notification; advance notice	ennakkoilmoitus
92930	räjpä	nutcase	sekopää
92985	pörovpögöte	fiscal policy; tax policy	veropolitiikka
93002	helhööva	tinkling	helisevä
93025	mitfäflo	butchery	lihakauppa
93040	sihehsivtee	play the fool	pelleillä
93066	kupri	cupful; cup of	kupillinen
93077	autemreek	corrode	syöpyä
93089	ögysva	parasympathetic	parasympaattinen
93115	yltalhäp	bristling; brush lifters; roofing celebration	harjakaiset; harjannostajaiset; kattojuhla
93138	nathät	nightcap	yömyssy
93150	tuvehäkbol	kickball	potkupallo
93227	tuluofrem	frame of reference	viitekehys
93245	besrio	basic unit	perusyksikkö
93307	uniipva	obsolescent	vanhahtava
93331	pavegavuvo	rowboat; rowing boat	soutuvene
93332	autertuu	dissociate	dissosioitua
93375	visahäplo	meeting place	kokouspaikka
93413	hapircusä	acclamation	suosionhuuto
93430	pösapapr	main daily	valtalehti
93434	autoupyysejva	unexposed	altistumaton
93458	hauusvao	credulity	hyväuskoisuus
93458	ylfiusvao	credulity	herkkäuskoisuus
93465	katuoyyvvö	immobilizer	ajonestolaite
93493	sirova	polyvalent	moniarvoinen
93618	hagöaahva	pitying	säälivä
93647	välmaark	punctuate	välimerkittää
93682	nopvisteevao	smartness; swiftness	sukkeluus
93696	ducejsidvaojo	androgynous	androgyyni
93696	ducejsidvaova	androgynous	androgyyninen
93702	ejrovao	nullity; pettiness	mitättömyys
93727	töstoopte	work stoppage	työnseisaus
93803	houvuvomä	boatswain	pursimies
93804	roeejo	breadwinner	elättäjä
93804	siodafavosi	mass media	joukkotiedotusvälineet; joukkoviestimet
93811	nöhedev	stamen	hede
93817	autkiid	crystallize	kiteytyä
93821	moldäli	geologically	geologisesti
93845	hys	billion (Br); trillion (Am)	biljoona
93896	vilrostatoote	agricultural production	maataloustuotanto
93912	ruhamiejva	featureless	mielenkiinnoton
93940	sähysvälmori	permittivity	permittiivisyys
93958	sipobyysjo	warmonger	sodanlietsoja
93992	sadtöönte	sharp turn; sudden turn; veering	äkkikäännös
94070	hidtudihva	atavistic	atavistinen
94076	massili	en masse	massoittain
94083	duikautteva	semiautomatic	puoliautomaattinen
94083	ejlivoteli	ineptly	taitamattomasti
94133	rostapöte	financial management	taloushallinto
94143	käejretuokeerva	achromatic	akromaattinen
94209	ielraupikva	lanceolate	suikea
94217	ennaylikrov	discount rate	diskonttokorko
94220	öhlivao	reticence	vaiteliaisuus
94231	autlyyjo	faller	putoaja
94237	puruj	treetop	puunlatva
94274	päsiheörvo	hair brush; hairbrush	hiusharja
94381	siptuo	military expedition	sotaretki
94400	ustolmä	churchman	kirkonmies
94413	tenituu	take somebody out for a walk	ulkoiluttaa
94469	böntuvö	fire engine; fire truck	paloauto
94488	sipvo-obpitva	conscript; draftee	asevelvollinen
94495	kauvkutpu	window ledge; window sill; windowsill	ikkunalauta
94515	voska	figure of speech; trope	kielikuva
94522	tuvetaap	tiptoe	sipsutella varpaillaan
94531	visoslovao	sociability	yhteiskunnallisuus
94551	duikjänna	semiannually	puolivuosittain
94552	rukapirmo	fixative	fiksatiivi
94560	ejhaforsava	thankless; unenviable; unrewarding	epäkiitollinen
94594	urtensvao	stringency; strictness	tiukkapipoisuus; tiukkuus
94662	töcuhah	working morale	työmoraali
94739	mireekejva	inoffensive	loukkaamaton
94761	ennafääte	advance sale; advance selling; prior sale	ennakkomyynti
94765	iniksiova	factional	ryhmän sisäinen
94857	ejnidvao	frivolity	joutavuus
94876	lienovao	shelf-life	säilyvyys
94896	ahporeekejva	inviolable; inviolate	loukkaamaton
94947	lynapiir	predate	varhentaa
95011	arpikysva	waspish	ärhäkkä
95026	metbolpoga	shot put	kuulantyöntö
95056	ensatdaaejli	unsuspectingly	aavistamatta
95067	kusmoote	saltation; salting	suolaus
95074	ahpocujärli	rascally; mischievously	ilkikurisesti
95077	jätvamkliinlö	sewage treatment plant; wastewater treatment plant	jätevedenpuhdistamo
95082	täfielbonva	scrawny	ruipelo
95082	äfrovri	buying price	ostohinta
95084	piprfiemva	peppery	pippurinen
95102	perlitmo	perlite	perliitti
95126	tarlidakaa	misconstrue; misinterpret	tulkita väärin
95161	istikiptäär	give a tremble	värähtää
95179	rilkli	dimply	himmeästi
95257	amprivö	ammeter	ampeerimittari
95284	aurlomidva	heliocentric	heliosentrinen; aurinkokeskinen
95368	hammoupurtuute	belching	röyhtäily
95384	ejvisemrali	dispassionately	intohimottomasti
95401	autsafvisemjo	masochist	masokisti
95442	erliobhäp	special case	erikoistapaus
95500	riskejva	risk free; riskless	riskitön
95525	töfaripögöte	employment policy	työllisyyspolitiikka
95573	iprifaa	skimp; scrimp	pihdata; pihistää
95626	nitpuva	made of timber; timbered	hirsinen
95630	tralövijo	business partner	liikekumppani
95641	ejautlivältejo	stooge	käsikassara
95647	sipro	military rank; military rating	sotilasarvo
95661	ylhöli	shrilly	kimakasti
95688	poryyp	crumple; scrunch	rutistaa
95703	baljosio	domestic people; home crowd	kotiväki
95715	siknova	sixfold	kuusinkertainen
95716	igsifpelo	aerie	kotkanpesä
95735	eemäm	harpy	syöjätär
95739	yllitulospäcusta	bridgehead	sillanpääasema
95745	farvidao	telecommunication	telekommunikaatio
95759	puofisapvo	fyke	rysä
95762	frii ut sysa	acquit	vapauttaa syytteestä
95777	cesikva	percentual	prosentuaalinen
95813	lisisaate	harping	jankutus
95819	isinhöö	plunk	kumahtaa
95819	ispapotiik	plunk	jysäyttää
95878	ylapnoo	be delayed; be late	viivästyä
95914	istolikva	unicameral	yksikamarinen
95956	ahrelitoo	plagiarize	plagioida
95979	aheaptraate	assassination attempt; attempted assassination; attempted murder	murhayritys; attentaatti
96009	kapiirejva	unadorned	kaunistelematon
96025	räjmipövao	arbitrariness	mielivaltaisuus
96090	nervsolaghar	dendrite	dendriitti
96096	alkmorivö	breathalyzer	alkometri
96099	taunkasoote	town planning	kaupunkisuunnittelu
96233	besrovri	base price	lähtöhinta
96291	fuljopadaavte midlo	adult education center	aikuiskoulutuskeskus
96318	viofforfäsi	common market	yhteismarkkinat
96334	jänurtöno	annual holiday; annual leave; annual vacation	vuosiloma
96344	tovtinbekem	crispbread	näkkileipä
96395	nendiirte	current management	nykyjohto
96402	väephaar	engraft	ympätä
96410	nuepharpul	coppice; copse	vesakko
96423	ispölivao	autocracy	yksinvaltaisuus
96472	rumklirlo	fixed star	kiintotähti
96560	hajokinösyide	deism	deismi
96561	sikamlo	boulder soil; rock land; stone soil; boulder field	kivikko; louhikko
96570	nötoote	primary production	alkutuotanto
96572	liotevojo	pragmatist	pragmaatikko
96628	vosliedäva	philological	filologinen
96669	ahdaystejo	propagandist	propagandisti
96750	yljärohamä	archduke	arkkiherttua
96755	piysmä	great man	suurmies
96822	korhö	wheeze	röhinä
96855	kaedvisasa	panel discussion	paneelikeskustelu
96858	tyristvo	thyristor	tyristori
