Vosa	VosaParts	Finsi	Engsi
kia-kirkaaen	kia-kir-kaa-en	kursivoitu	in italics
kirgaoermupa	kir-ga-o-er-mu-pa	kirjeenvaihto	correspondence
kirkao pipri	kir-ka-o pip-ri	kirjasimen koko	font size
kirlidakaoda	kir-li-da-ka-o-da	hermeneutiikka	hermeneutics
kirnetvisasa	kir-net-vi-sa-sa	chatti	chat
kirsitolurik	kir-si-to-lu-rik	bibliografia	bibliography
kitilielvuvö	ki-til-iel-vu-vö	avaruussukkula	space shuttle
kitillaoboks	ki-til-la-o-boks	avaruuskapseli	space capsule
kitilsuttuvö	ki-til-sut-tu-vö	avaruusraketti	space rocket
kleikaupaajo	klei-kau-paa-jo	savenvalaja	potter
kleiobsuutte	klei-ob-suut-te	savikiekkoammunta	clay pigeon shooting
klirloklirva	klir-lo-klir-va	tähtikirkas	starlit; starry
klirobtee-en	klir-ob-tee-en	raivattu	cleared
klirsakiiren	klir-sa-kiir-en	dokumentoitu	documented
klirsakiirte	klir-sa-kiir-te	dokumentointi	documentation
klostridbakt	klostrid-bakt	klostridium	clostridium
ko ja tesaaf	ko ja te-saaf	mikä sinua vaivaa	what's wrong with you; what's the matter with you
koka-kolavem	ko-ka-ko-la-vem	kokis	Coke
kolesterolmo	kolesterol-mo	kolesteroli	cholesterol
kristustolva	krist-us-tol-va	kristilliskirkollinen	christian church
kroos pavesi	kroos pa-ve-si	panna kädet ristiin; ristiä kädet	fold your hands; cross your arms
krosposejvao	kros-pos-ej-va-o	ristiriidattomuus	consistency
krosposvista	kros-pos-vi-sta	ristiriitatilanne	conflict situation
krosrupiikte	kros-ru-pi-ik-te	ristiinnaulitseminen	crucifixion
kumlymaarkvo	kum-ly-maark-vo	kumileimasin	rubberstamp
kuohomvoomva	kuo-hom-voom-va	kupliva; poreileva	fizzing; fizzy; bubbly; effervescent
kutpulapaate	kut-pu-la-paa-te	lautaverhous	wood siding
kuunte in us	kuun-te in us	valvominen uskossa	watching in faith; watching over in faith
kystkuopinäp	kyst-kuo-pi-näp	kysta	cyst
käpjurepboks	käp-jur-ep-boks	lanttulaatikko	pitch box
költunovoote	kö-l-tu-no-voo-te	maailmanennätys	world record
kölylvojovao	kö-l-yl-vo-jo-va-o	maailmanmestaruus	world championship
la dekatulsi	la de-ka-tul-si	raiteilla	on track
la tuvetapsi	la tu-ve-tap-si	varpaillaan	on tiptoes
la vifaroote	la vi-far-oo-te	vieraisilla	on a visit; visiting
la yllitulos	la yl-li-tul-os	sillalla	on the bridge
laevmopaveto	la-ev-mo-pa-ve-to	rukkanen	leather mitten
laevreekvova	la-ev-reek-vo-va	haavoittuva; haavoittuvainen	vulnerable
laevrotretjo	la-ev-rot-ret-jo	spitaalinen	leper
laevrotretva	la-ev-rot-ret-va	pitalinen; spitaalinen	lepter; leprous
lakerpamoote	la-ker-pa-moo-te	lämmöneristys	thermal insulation
lakriögsähto	lak-ri-ög-säh-to	termistori	thermistor
lapopesipsio	la-po-pe-sip-si-o	ratsuväki	cavalry
lapopetuunen	la-po-pe-tuu-nen	ratsailla	on horseback
leidirlyllel	lei-dir-lyl-lel	vaaka-asento	horizontal position
leikiavamdim	lei-kia-vam-dim	törmä	bank
leilei-iktul	lei-lei-ik-tul	laajakaista	broadband
leileikaavao	lei-lei-kaa-va-o	laajakatseisuus	broad-mindedness
leileipiiren	lei-lei-piir-en	laajennettu	broadened; extended; enlarged; expanded
leileipiirjo	lei-lei-piir-jo	laajentaja	expander
leileipiirte	lei-lei-piir-te	laajennus	enlargement; expansion; extension; extention
leilorataflö	lei-lo-rat-af-lö	kihlakunnanoikeus; käräjäoikeus	district court
leusiheörvom	leu-si-heör-vom	partavesi	aftershave
leylleitoote	le-yl-lei-too-te	laminointi	laminating; lamination
li ko-of deo	li ko-of de-o	jonka seurauksena	as a result of which
lijärkasoote	li-jär-ka-soo-te	systeeminsuunnittelu	system design
limnodihpato	lim-no-dih-pa-to	aikakausjulkaisu; kausijulkaisu	journal; periodical
lirteliiejva	lir-te-lii-ej-va	teeskentelemätön	unaffected; unfeigned
litarkkiirte	li-tark-kiir-te	transkriptio	transcription
loutolsieplo	lo-u-tol-si-ep-lo	siirtolapuutarha	allotment garden
lukutlaevrek	lu-kut-la-ev-rek	viiltohaava	incised wound; slash
lusifharheör	lu-sif-har-heör	sulka	feather
lusipvoönpik	lu-sip-vo-ön-pik	keihäänkärki	spearhead; spearheading
luvi fovamlo	lu-vi fo-vam-lo	meriteitse; meritse	by sea; seaborne
lylyrovrifää	ly-ly-rov-ri-fää	polkea hintoja	dump
lyytesefvojo	lyy-te-sef-vo-jo	laskuvarjohyppääjä	parachutist; skydiver
läkkautkatvö	läk-ka-ut-kat-vö	hehkulamppu	incandescent; light bulb
läkluleilova	läk-lu-lei-lo-va	trooppinen	tropic; tropical
läktol sitos	läk-tol sit-os	laude	sauna bench
mahevlaevrek	mah-ev-la-ev-rek	mahahaava; vatsahaava	gastric ulcer
makepvulmoik	mak-ep-vul-mo-ik	tuppo	wad
markdihhööte	mark-dih-höö-te	fanfaari	fanfare
mehpegvaksmo	meh-peg-vaks-mo	mehiläisvaha	beeswax
metkamseekjo	met-kam-seek-jo	malminetsijä	prospector
metkayvaapvö	met-ka-yv-aap-vö	metallinilmaisin; metallinpaljastin	metal detector
midpaersiova	mid-pa-er-si-o-va	keskiluokkainen	bourgeois
milkfättoves	milk-fät-to-ves	kirnu	butter churn; churn
milkhapkusmo	milk-hap-kus-mo	laktaatti	lactate
milkpirauves	milk-pi-rau-ves	tonkka	large can
mistafysliva	mi-sta-fys-li-va	psykofyysinen	psychophysical
mitee dirtuo	mi-tee dir-tuo	harrastaa suunnistusta	do orienteering
moAgAuknitto	mo-Ag-Au-knit-to	filigraani	filigree
moAgAuknittö	mo-Ag-Au-knit-tö	filigraanityö	filigree
moFerootejva	mo-Fe-root-ej-va	ruostumaton	rustproof; stainless
molkauridajo	mol-kau-ri-da-jo	geodeetti	geodesist
molkauridali	mol-kau-ri-da-li	geodeettisesti	geodetically
molkauridava	mol-kau-ri-da-va	geodeettinen	geodetic
momaplolyrek	mo-map-lo-ly-rek	kaivossortuma	caving-in
moPbsähresvo	mo-Pb-säh-res-vo	lyijyakku	lead-acid battery
moSriplääkte	mo-S-rip-lääk-te	pasutus	roasting
mäamuupekaev	mä-amuu-pe-ka-ev	häränsilmä	bull's eye
mäamuupepäva	mä-amuu-pe-pä-va	härkäpäinen	bull-headed
mägmiyystepo	mäg-mi-yys-te-po	lumousvoima	enchantment power
mäsährusitap	mä-säh-ru-si-tap	urospistoke	male plug
mävilddaksif	mä-vild-dak-sif	urossorsa	drake
möylleikiasi	möyl-lei-kia-si	rinteet	hillsides; slopes
na enlaknosi	na en-lak-no-si	keväisin	in the spring
na enöpogava	na e-nö-po-ga-va	raskaana	pregnant
na haforsava	na ha-for-sa-va	kiitollisena	gratefully
na pöruaapen	na pö-ru-aap-en	pidätettynä	under arrest
na täsi nosi	na tä-si no-si	näinä aikoina	in these times
natrohömojsa	nat-ro-hö-moj-sa	serenadi	serenade
neaafjocusta	ne-aaf-jo-cu-sta	perillisasema	heirship
nervsolaghar	nerv-sol-ag-har	dendriitti	dendrite
netbägteafvo	net-bäg-te-af-vo	haavi	net bag
nicuodakaide	ni-cuo-da-ka-ide	behaviorismi	behaviorism
nihylpösiojo	ni-hy-l-pö-si-o-jo	ulkoministeri	Foreign Minister
nilkiploejva	nilk-ip-lo-ej-va	tahraton	unspotted; unsullied; unsoiled; undefiled; unblemished; spotless; immaculate; clean
nilkvamgaate	nilk-vam-gaa-te	viemäröinti	drainage; sewerage
nirotuojosio	ni-ro-tuo-jo-si-o	retkikunta	expedition
nirotuokuuvo	ni-ro-tuo-kuu-vo	retkikeitin	Primus
nituautkaate	ni-tu-aut-kaa-te	törrötys	protrusion
Noaof pivuvo	Noa-of pi-vu-vo	Nooan arkki	Noah's Ark
nohpiilktesi	noh-piilk-te-si	herjaukset	invective
nopahvoteeva	nop-ah-vo-tee-va	hutiloiva	bungling; slipshod
nopvisteevao	nop-vis-tee-va-o	sukkeluus	smartness; swiftness
Norva Karelo	Nor-va Kare-lo	Pohjois-Karjala	North Karelia
noryllokatsi	nor-yl-lo-kat-si	revontulet	northern lights
nova jän tan	no-va jä-n tan	uudenvuodenpäivä	New Year's Day
novklirteejo	nov-klir-tee-jo	uudisraivaaja	settler; pioneer farmer
novliapkaate	nov-li-ap-kaa-te	uudelleenvalinta	reelection
novlinöee-en	nov-li-nö-ee-en	uudestisyntynyt	reborn; regenerate
novlirokaate	nov-li-ro-kaa-te	uudelleenarviointi	reappraisal; reassessment
novte-eloote	nov-te-e-loo-te	uudisasutus	settlement; colony
novva seeljo	nov-va seel-jo	uusiseelantilainen	New Zealander
Novva Seello	Nov-va Seel-lo	Uusi-Seelanti	New Zealand
nuapdavtuujo	nu-ap-dav-tuu-jo	juppi	yuppie
nuatsivcuojo	nuat-siv-cuo-jo	juntti	jack; rustic; yokel
nujosiotööjo	nu-jo-si-o-töö-jo	nuorisotyöntekijä	youth worker
nust bajvijo	nu-st ba-j-vi-jo	kuopus	youngest child
ob it ejsyli	ob it ej-sy-li	siitä huolimatta	although; in spite of that
ob tä ejsyli	ob tä ej-sy-li	tästä huolimatta	nevertheless
obnidriejvao	ob-nid-ri-ej-va-o	kohtuuttomuus	excesses
obnidrilimli	ob-nid-ri-lim-li	kohtuuden rajoissa	within reason
obnidrovriva	ob-nid-rov-ri-va	kohtuuhintainen	fordable; moderate-priced
obriskkarvao	ob-risk-kar-va-o	uhkarohkeus	temerity; recklessness
obriskpleejo	ob-risk-plee-jo	uhkapeluri	gambler
ofhylväte-en	of-hy-l-vä-te-en	maatiainen	native-bred
oftukavintra	of-tu-ka-vin-tra	tarjouskilpailu	competitive bidding
ofuslo ustol	of-us-lo us-tol	luostarikirkko	abbey
ofuur ut lio	of-uur ut li-o	luopua tavasta	give up the habit
okofofrilusa	ok-of-o-fri-lu-sa	vastuuvapauslauseke	disclaimer
olkvesaduute	olk-ve-sad-uu-te	olankohautus	shrug; shrug off
ongdaklirvao	ong-da-klir-va-o	vaikeaselkoisuus	elusiveness; opacity
oo erkaavova	oo er-kaa-vo-va	olla vertailukelpoinen	be comparable
oo haforsava	oo ha-for-sa-va	olla kiitollinen	be grateful
oo in homvam	oo in hom-vam	olla pilvessä	freak
oo itli micu	oo it-li mi-cu	olla sitä mieltä	think so; opine that
oo jasi hava	oo ja-si ha-va	olkaa hyvä	please
oo la pavesi	oo la pa-ve-si	olla käsillä	have on hand
oo li sattaj	oo li sat-taj	olipa miten tahansa	be that as it may
oo na riskka	oo na risk-ka	olla varuillaan	beware; look out
oo obhäängva	oo ob-hääng-va	olla riippuvainen	be dependent on
oo tallireva	oo tal-li-re-va	olla tasaveroinen	be equal
oo teful for	oo te-ful for	olla valmis	be ready for
oo tutvi öjo	oo tut-vi ö-jo	olla jonkun seurassa	be with someone
oo uscuuejli	oo us-cuu-ej-li	olla luottamatta	not to be trusted
oo vokaavova	oo vo-kaa-vo-va	olla näkyvissä	be visible
ooen li ooen	oo-en li oo-en	oli miten oli	be that as it may
oteenen kavö	o-tee-nen ka-vö	livekamera	live cam
oteetudiirte	o-tee-tu-diir-te	toiminnanohjaus	operational management
otelovytööjo	o-te-lo-vy-töö-jo	konttoriapulainen	office assistant
ouplavesitli	oup-la-ve-sit-li	avosylin	with open arms
ouptaunlofäf	oup-taun-lo-fäf	torikauppa	outdoor market trade
paa tu notur	paa tu no-tur	panna talteen	set apart
padavpösiojo	pa-dav-pö-si-o-jo	opetusministeri	Minister of Education
padavpösiolö	pa-dav-pö-si-o-lö	opetusministeriö	Ministry of Education
paenbajviien	pa-en-ba-j-vii-en	kihlattu	groom-to-be; betrothed; espoused
paersioovova	pa-er-si-oo-vo-va	luokiteltava	classifiable; distinctive
paersiotolik	pa-er-si-o-tol-ik	luokkahuone	classroom
paevsirautuo	pa-ev-si-rau-tu-o	kuperkeikka	somersault
pagatmaarkte	pagat-maark-te	filatelia; postimerkkeily	philately; stamp collecting; stamp-collecting
pagattutolik	pagat-tu-tol-ik	postivaunu	mail van; stagecoach
papopesitvoo	pa-po-pe-sit-voo	satuloida	saddle
Parkinsonret	Parkinson-ret	Parkinsonin tauti	Parkinson's disease
pavetappäsef	pa-ve-tap-pä-sef	sormustin	thimble
pavetölivote	pa-ve-tö-li-vo-te	käsityötaito	craftsmanship
pibägvislhöv	pi-bäg-visl-höv	säkkipilli	bagpipe
pieteönnukus	piete-ön-nuk-us	pietismi	Pietism
pihupegipmae	pi-hu-peg-ip-mae	perhosentoukka	caterpillar
pikkatfiiste	pik-kat-fiis-te	tuulastus	jacklighting
pileikutpupa	pi-lei-kut-pu-pa	lankutus	planking
pimöylleikia	pi-möyl-lei-kia	vuorenrinne	mountainside
pipikaukavto	pi-pi-kau-kav-to	kolossi	colossus
pipiklirlojo	pi-pi-klir-lo-jo	supertähti	superstar
pipisähdirmo	pi-pi-säh-dir-mo	suprajohde	superconductor
piprhed fiem	pipr-hed fi-em	gulassi	goulash
pipriaapejva	pip-ri-aap-ej-va	mittaamaton	immeasurable; measureless; unmeasurable; unmeasured
pipriaapvoli	pip-ri-aap-vo-li	mitattavissa	measurable
pipri-ipstik	pip-ri-ip-stik	mittatikku	dipstick
piprilikaava	pip-ri-li-kaa-va	skaalautuva	scalable
pipritaloojo	pip-ri-tal-oo-jo	vakaaja	inspector of weights and measures
piriepgrinva	pi-ri-ep-grin-va	vehreä	green; verdant
pistiik vuvo	pi-stiik vu-vo	sauvoa venettä	punt boat
pitepeghapmo	pi-te-peg-hap-mo	muurahaishappo	formic acid
pitrovropapr	pit-rov-ro-papr	obligaatio	bond
pitva sipser	pit-va sip-ser	pakollinen asepalvelus	compulsory military service
piva kirkasi	pi-va kir-ka-si	isot kirjaimet	capitals; upper case
piva nökirka	pi-va nö-kir-ka	iso alkukirjain	capital
poagfiisvuvo	po-ag-fiis-vu-vo	troolari	trawler
pocujäralvao	po-cu-jär-al-va-o	kurinalaisuus	discipline
pocujärejvao	po-cu-jär-ej-va-o	kurittomuus	misbehavior; misbehaviour; self-indulgence; indiscipline
pocujärpaojo	po-cu-jär-pa-o-jo	kurinpitäjä	disciplinarian
pofiemvoomen	po-fi-em-voom-en	marinoitu	marinated
pogagsuttuvö	po-gag-sut-tu-vö	kantoraketti	launch vehicle; launcher
polupiirvova	po-lu-piir-vo-va	venyvä	stretchy
polykaukaaen	po-ly-kau-kaa-en	painokuvioitu	embossed
polyy klikvo	po-lyy klik-vo	painaa kosketinta	strike a key
ponvaopoluri	pon-va-o-po-lu-ri	hitausmomentti	moment of inertia
popediragvoo	po-pe-dir-ag-voo	valjastaa	harness
popemoupvosi	po-pe-moup-vo-si	kuolaimet	bit
popetytrahäp	po-pe-ty-tra-häp	hevoskilpailu; ravit	horse race; horserace; trots
popevirupato	po-pe-vi-ru-pa-to	riimu	halter
posvisaejvao	pos-vi-sa-ej-va-o	kiistämättömyys	nonrepudiation; irrefutability
pourfaaejvao	po-ur-faa-ej-va-o	helittämättömyys	insistence
povopiirejva	po-vo-piir-ej-va	vahvistamaton	unauthenticated; unconfirmed; uncorroborated; unverified
povopiirenta	po-vo-piir-en-ta	vahvistettiin	was confirmed
povölumgagvo	po-vö-lum-gag-vo	moottorikelkka	snowmobile
pulpeaphaupe	pul-pe-ap-hau-pe	metsästyskoira	hunting dog
pyhhotanusva	pyh-ho-tan-us-va	helluntailainen	Pentecostal
päheörhakemo	pä-heör-ha-ke-mo	hiustenhoitoaine	conditioner
päheörkuutte	pä-heör-kuut-te	hiustenleikkaus	haircut
päheörtoovvö	pä-heör-toov-vö	hiustenkuivaaja	hairdryer
pähylsieedjo	pä-hy-l-si-eed-jo	pääkonsuli	consul general
päräjmoejvao	pä-räj-mo-ej-va-o	raittius	sobriety; temperance; soberness; abstinence
päsiheörknot	pä-si-heör-knot	nuttura	bun; chignon
pöcuu tu eön	pö-cuu tu e-ön	tuomita kuolemaan	condemn to death
pöhakatupapr	pö-ha-ka-tu-papr	äänestyslippu	ballot
pöhylpäroide	pö-hy-l-pä-ro-ide	valtiokapitalismi	state capitalism
pöhylvirosio	pö-hy-l-vi-ro-si-o	valtionyhtiö	state company
pöhylvisopto	pö-hy-l-vi-sop-to	valtiosopimus	convention; state treaty
pöjosiolimno	pö-jo-si-o-lim-no	hallituskausi	reign period
pöposagölisa	pö-po-sa-gö-li-sa	komentokehote	command prompt
pöposaleijär	pö-po-sa-lei-jär	komentorivi	command line
pörovlypirri	pö-rov-ly-pir-ri	veronalennus	tax reduction
pörovpoaapte	pö-rov-po-aap-te	verorasitus	tax burden
pösiedsiotol	pö-si-ed-si-o-tol	eduskuntatalo	Parliament House
pösolisateva	pö-so-li-sa-te-va	lainkuuliainen	law-abiding
pösorekteejo	pö-so-rek-tee-jo	rikoksen tekijä; rikoksentekijä	offender; perpetrator
pötevysotöjo	pö-te-vy-so-tö-jo	hallintosihteeri	administration secretary
pötusa-aapjo	pö-tu-sa-aap-jo	käskyläinen	orderly
pöurkaerpite	pö-ur-ka-er-pi-te	vaalikampanja	election campaign; electioneering
pöurkahatuah	pö-ur-ka-ha-tu-ah	vaalipetos	election fraud
pöurkatörojo	pö-ur-ka-tö-ro-jo	vaalivirkailija	election official
rafli fivbas	raf-li fiv-ba-s	noin viisikymmentä; viitisenkymmentä	about fifty
rafli sikbas	raf-li sik-ba-s	kuutisenkymmentä	about sixty
rapvedukutvo	rap-ve-du-kut-vo	kynsisakset	nail scissors
ratafpitolik	rat-af-pi-tol-ik	oikeussali	courtroom
ratafpösiojo	rat-af-pö-si-o-jo	oikeusministeri	Attorney General; minister of justice
ratafpösiolö	rat-af-pö-si-o-lö	oikeusministeriö	department of justice; Ministry of Justice
ratafsiomäsi	rat-af-si-o-mä-si	lautamiehet	boarders
raulopösiojo	rau-lo-pö-si-o-jo	ympäristöministeri	Minister of the Environment
raunosiörivö	rau-no-si-ö-ri-vö	kierroslukumittari	tachometer
reahfaofrava	re-ah-fa-of-ra-va	kostonhaluinen; kostonhimoinen	vengeful; vindictive; revengeful
redjurepkuem	red-jur-ep-ku-em	borssikeitto	borscht
regva iplusa	reg-va ip-lu-sa	säännöllinen lauseke	regular expression
renavosmuute	re-na-vos-muu-te	simultaanitulkkaus	simultaneous interpretation
repirnen pir	re-pir-nen pir	yhä enemmän	increasingly; more and more
residsikutpu	re-sid-si-kut-pu	parru	balk
resiva bunjo	re-si-va bun-jo	tavallinen pulliainen	usual Bully
rilli ysrava	ril-li ys-ra-va	tosi innokas	really keen
riskkaaejvao	risk-kaa-ej-va-o	varomattomuus	carelessness
riskrovforpa	risk-rov-for-pa	riski-investointi; riskisijoitus	risk investment
risoejva sio	ri-so-ej-va si-o	lukematon joukko	myriad
risosikvaäng	ri-so-si-kva-äng	laskentataulukko	spreadsheet
roemmoritsva	ro-em-mo-rits-va	ravinnerikas	nutrient rich
roforpasirov	ro-for-pa-si-rov	sijoitusrahasto	investment fund; mutual fund
roiköfkirbäg	ro-ik-öf-kir-bäg	osakesalkku	portfolio
rokliirdiodi	ro-kliir-dio-di	loistediodi	fluorescent diode
rokliredtuka	ro-klir-ed-tu-ka	loistelias esitys	extravaganza
rolroupyylvo	rol-roup-yyl-vo	talja	hoist; pulley; tackle
romoFeheörvo	ro-mo-Fe-heör-vo	teräsharja	wire brush
ronivmileilo	ro-niv-mi-lei-lo	tappiomieliala	defeatism
ropaprkirbäg	ro-papr-kir-bäg	arvopaperisalkku	portfolio
rosahstteejo	ros-ah-st-tee-jo	ilonpilaaja	spoilsport; killjoy
rosbönsuutte	ros-bön-suut-te	ilotulitus	firework; fireworks
rospovomtset	ros-po-vom-tset	piristysruiske	booster shot
rostahakeejo	ro-sta-ha-kee-jo	taloudenhoitaja	housekeeper
rostarokaaen	ro-sta-ro-kaa-en	budjetoitu	budgeted
rostarokaate	ro-sta-ro-kaa-te	budjetointi	budgeting
roturvirosio	ro-tur-vi-ro-si-o	vakuutusyhtiö	insurance company
rotuurenejva	ro-tuur-en-ej-va	vakuuttamaton	uninsured
roupaysmooen	ro-u-pa-ys-moo-en	dopattu	doped up
rouplutuveto	roup-lu-tu-ve-to	lapikas	shoepack
rovfavoejvao	rov-fa-vo-ej-va-o	maksukyvyttömyys	insolvency
rovlöauttevö	rov-lö-aut-te-vö	pankkiautomaatti	cash dispenser
rovlöroripsi	rov-lö-ro-rip-si	pankkikulut	bank charges
rovlösitralö	rov-lö-si-tra-lö	pankkikonserni	banking concern; banking group
rovlövirosio	rov-lö-vi-ro-si-o	pankkiyhtiö	banking company
rovrilypirri	rov-ri-ly-pir-ri	hinnanalennus	markdown
rovripaersio	rov-ri-pa-er-si-o	hintaluokka	price range
ruevmidrauto	ru-ev-mid-rau-to	nivelakseli	flexible drive shaft; rockshaft; cardan shaft; articulated shaft; universal shaft
ruvipalikato	ru-vi-pa-li-ka-to	kytkentäkaavio	circuit diagram
ry (kat, vö)	ry	päällä (valo, laite)	on (light, device)
rytmheukavda	rytm-heu-kav-da	koreografia	choreography
rytmheukavjo	rytm-heu-kav-jo	koreografi	choreographer
rytmheutolik	rytm-heu-tol-ik	tanssisali	ballroom
rytmvetuojär	rytm-ve-tuo-jär	marssijärjestys	marching order
rytmvetuunen	rytm-ve-tuu-nen	marssimassa	marching
röhpefraimit	röh-pe-frai-mit	porsaan paisti; sianpaisti	pork roast; roast pork
safnidcuoide	saf-nid-cuo-ide	askeesi	asceticism
safnidcuovao	saf-nid-cuo-va-o	askeettisuus	asceticism
sefkaevglasi	sef-ka-ev-gla-si	rillit; suojalasit	goggles; protective spectacles
semevyyrenjo	sem-ev-yyr-en-jo	eunukki	eunuch
shilpiprfiem	shil-pipr-fi-em	chili; chilipippuri	chili; chilli
siautduiikte	si-aut-du-iik-te	halkeilu	cracking
sibajvikoote	si-ba-j-vi-koo-te	kosiskelu	courtship
sidakariikvo	si-da-ka-riik-vo	tiedostoselain	file browser
sidakoo-objo	si-da-koo-ob-jo	haastateltava	interviewee
sidtuoretkut	sid-tuo-ret-kut	ohitusleikkaus	bypass surgery
sieedögjosio	si-eed-ög-jo-si-o	edustusjoukkue	representative team
sierkärivöda	si-er-kä-ri-vö-da	spektroskopia	spectroscopy
siheörkaruvo	si-heör-ka-ru-vo	hiussolki	clip
siheörvoo yr	si-heör-voo yr	harjata pois	brush off
sihitoptuvee	si-hit-op-tu-vee	tallustella	trudge; shamble; plod
sihomsähhääk	si-hom-säh-hääk	salamoida	flash fire
sihölirauute	si-hö-li-rauu-te	temmellys	romping; turmoil
si-iklaliite	si-ik-la-lii-te	multipleksointi	multiplexing
si-iklaliivö	si-ik-la-lii-vö	multiplekseri	multiplexer
siilmoleivat	si-il-mo-lei-vat	silkkiliina	cravat
si-ipahaapte	si-ip ah-aap-te	näpistely	pilferage
sikookaupapr	si-koo-kau-papr	kyselykaavake; kyselylomake	questionnaire
sikuohomvoom	si-kuo-hom-voom	poreilla	bubble
sileitusaate	si-lei-tu-saa-te	juoruilu	chitchat
siliokasaava	si-li-o-ka-saa-va	multimodaalinen	multimodal
siotuvötusta	si-o-tu-vö-tu-sta	bussiliikenne	bus traffic
siouplukaajo	si-oup-lu-kaa-jo	tirkistelijä	peeper; voyeur
sipdirlivote	sip-dir-li-vo-te	sodanjohtotaito	military strategy
sipjoahcuujo	sip-jo-ah-cuu-jo	simputtaja	martinet
sipolupiirte	si-po-lu-piir-te	venyttely	stretching
siponoptuute	si-po-nop-tuu-te	ryntäily	scramble
sipropylenmo	si-propylen-mo	polypropeeni	polypropylene
sipvosipaate	sip-vo-si-paa-te	asevarustelu	armament
sipvotolövao	sip-vo-to-lö-va-o	aseteollisuus	arm industry
sipvovijovao	sip-vo-vi-jo-va-o	aseveljeys	brotherhood in arms
sipöjuspaate	si-pö-jus-paa-te	säännöstely	rationing
sirekpoaagte	si-rek-po-aag-te	riepottelu	ragging
sirepipriite	si-re-pip-rii-te	normitus; standardointi	standardization
sirovhakeejo	si-rov-ha-kee-jo	kamreeri; rahastonhoitaja; rahavarainhoitaja; varainhoitaja	treasurer; bursar
sitoloslurik	si-tol-os-lu-rik	kalustoluettelo	inventory
siviringbakt	si-vi-ring-bakt	streptokokki	streptococcus
siviringysok	si-vi-ring-ys-ok	ketjureaktio	chain reaction
sivsivvarmva	siv-siv-varm-va	idioottivarma	failsafe; foolproof
smokkautsavö	smok-ka-ut-sa-vö	savuilmaisin	smoke detector
soklirpiirte	so-klir-piir-te	selvennys	clarification
sovikrokaate	so-vik-ro-kaa-te	virhearviointi	miscalculation
stavarmrovfa	sta-varm-rov-fa	takausmaksu	guarantee fee
supvivevkäns	sup-viv-ev-käns	sarkooma	sarcoma
sutraeögvova	sut-rae-ög-vo-va	luodinkestävä	bulletproof
sviösarekvao	sviö-sa-rek-va-o	valapattoisuus	perjury
sysasikirgao	sy-sa-si-kir-ga-o	syytekirjelmä	indictment
sähiksituumo	säh-ik-si-tuu-mo	elektrolyytti	electrolyte
sähiksituute	säh-ik-si-tuu-te	elektrolyysi	electrolysis
sähpoagmetva	säh-po-ag-met-va	sähkömagneettinen	electromagnetic
sähreesvovao	säh-rees-vo-va-o	kapasitanssi	capacitance
sähtuotöönvo	säh-tu-o-töön-vo	kommutaattori	commutator
sähtusipanet	säh-tu-si-pa-net	sähkönjakeluverkko	electricity distribution network
sähysvälmori	säh-ys-väl-mo-ri	permittiivisyys	permittivity
taiprauleito	taip-rau-lei-to	lerppu; levyke	diskette; flexible disk; floppy; floppy disk
tajifoennesa	taj-if-o-en-ne-sa	spekulaatio	speculation
talikrytmheu	tal-ik-rytm-heu	tango	tango
talkacurivao	tal-ka-cu-ri-va-o	symmetrisyys	symmetricalness; symmetry
tarhepiilkte	tar-he-piilk-te	irvailu	dissociation; jeering; mocking; scoffing; sneering
tarlekkateto	tar-lek-ka-te-to	pilapiirros	caricature; cartoon
tarlivosoote	tar-li-vo-soo-te	väärinkäsitys	misapprehension; misconception; misunderstanding
tarobahtevao	tar-ob-ah-te-va-o	vainoharhaisuus	persecution mania; paranoia
tarobvosoote	tar-ob-vo-soo-te	harhakäsitys	misbelief
taunpulleilo	taun-pul-lei-lo	puistoalue	parkland
tebajvipööte	te-ba-j-vi-pöö-te	avioliittoon vihkiminen	marriage
tebajvirotuo	te-ba-j-vi-ro-tuo	häämatka	honeymoon
tebajvirovat	te-ba-j-vi-ro-vat	hääpuku	wedding dress
tee hapiirte	tee ha-piir-te	tehdä parannus	repent
tehasoopejva	te-ha-soop-ej-va	sovittamaton	irreconcilable; unreconciled
tejää tu väl	te-jää tu väl	jättää väliin	sit out
tekatuu nitu	te-ka-tuu ni-tu	ajaa ulos	flush out
tekatuuva po	te-ka-tuu-va po	ajava voima	driving force
tekavödiirvö	te-ka-vö-diir-vö	näytönohjain	display adapter
telienoiktum	te-li-en-o-ik-tum	marinadi	marinade
teläkkauutte	te-läk-ka-uut-te	hehkutus	annealing
teneafsokiir	te-ne-af-so-kiir	testamentata	bequeath
tenukditerjo	te-nuk-di-ter-jo	anestesialääkäri	anesthetist
teoojoermark	te-oo-jo-er-mark	käyttäjätunnus	userid; username; user name
termotolövao	ter-mo-to-lö-va-o	lääketeollisuus	pharmaceutical industry
tesaaf hahfi	te-saaf hah-fi	vaivata tuntoa	qualm
tesiautkliir	te-si-aut-kliir	paistatella	bask
tesivisoopjo	te-si-vi-soop-jo	sovittelija	arbitrator; conciliator; mediator; arbiter
tesivisoopli	te-si-vi-soop-li	sovittelevasti	amicably; conciliatorily
tesivisoopva	te-si-vi-soop-va	sovitteleva	conciliating; conciliatory
tesivisopgno	te-si-vi-sop-gno	sovitteluratkaisu	compromise
tetäfhakejär	te-täf-ha-ke-jär	laihdutuskuuri	diet
